chargement and déchargement, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, 1, -1
rapide and agile, -1, -1, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1
moyen or long, 1, -1, -1, 1, -1, -1, 1, -1, -1, -1, 1, -1
cinquième and dernier, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1
vie and écrits, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1
cinquième and sixième, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1
eaux and forêts, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1
scénario and dessins, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1
alimentation and agriculture, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1
économiques and monétaires, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1
février and mars, -1, -1, -1, -1, -1, -1, 1, -1, -1, 1, -1, -1
paix and démocratie, 1, -1, 1, 1, -1, 1, -1, -1, -1, -1, 1, 1
député and président, -1, 1, -1, -1, 1, -1, 1, 1, -1, -1, -1, -1
heures and demie, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1
quatrième and dernière, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1
ans and demi, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
figures and blasonnements, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
dépôts and consignations, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1
constitution and lois, 1, -1, -1, 1, -1, -1, 1, 1, -1, -1, -1, 1
feu and sang, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
géologiques and minières, 1, -1, -1, 1, -1, -1, 1, 1, -1, -1, -1
surveillance and prévention, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1
criminologie and droit, 1, -1, -1, 1, -1, 1, 1, -1, 1, -1, 1, -1
arrangements and direction, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
hommes and dieux, -1, 1, -1, 1, 1, -1, -1, 1, -1, -1, -1, -1
détruit and remplacé, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1
pure and simple, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1
mois and demi, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1
novembre and décembre, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1
écrivain and professeur, -1, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1
animales or végétales, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
création and organisation, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
contrôle and prévention, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1
vote and éligibilité, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1
affaires and homme, 1, -1, -1, -1, 1, -1, 1, -1, -1, -1, -1, -1
avocat and homme, -1, 1, -1, -1, 1, -1, 1, -1, -1, -1, -1, -1
compositeur and pédagogue, -1, 1, -1, -1, 1, 1, 1, -1, -1, -1, -1, -1
positives and négatives, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1
seconde and dernière, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1
fondateur and directeur, 1, 1, -1, -1, 1, -1, -1, -1, 1, -1, 1, -1
juriste and écrivain, -1, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1
mètres and large, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1
antiquités and objets, -1, -1, -1, 1, -1, -1, 1, -1, -1, -1, -1, -1
revue and augmentée, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1
xve and xvie, 1, -1, -1, -1, -1, 1, -1, 1, -1, -1, -1
kilomètres and demi, 1, -1, -1, 1, -1, -1, 1, -1, -1, -1, -1, -1
ami and protecteur, -1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1
acteur and animateur, -1, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1
ancienne and moderne, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1
musique and compositeur, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, 1
nom and armes, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
physiques and chimiques, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1
minutes and épisodes, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
simple and efficace, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, 1, -1
consulté and mis, -1, -1, -1, -1, -1, -1, 1, -1, 1, 1, -1, -1
violoncelliste and compositeur, -1, 1, -1, -1, 1, -1, -1, -1, 1, -1, -1, -1
régionales or minoritaires, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
recherche and documentation, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
troisième or quatrième, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1
urbaine and rurale, 1, -1, -1, 1, -1, -1, -1, 1, -1, -1, -1, -1
hellénistique and romaine, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1
affaires and philanthrope, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1
animateur and réalisateur, -1, 1, -1, -1, 1, -1, -1, -1, -1, -1, 1, -1
ordinaires and collectifs, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
conçu and développé, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1
individuelles or collectives, -1, -1, -1, -1, -1, 1, 1, 1, -1, -1, 1, -1
sauvages and domestiques, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
poids and mesures, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
quatrième and dernier, -1, -1, -1, 1, -1, -1, 1, -1, -1, -1, 1, -1
historien and homme, -1, 1, -1, -1, 1, -1, 1, -1, -1, -1, -1, -1
tenants and aboutissants, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1
orientation and programmation, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1
français and étranger, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1
produit or service, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1
économique and écologique, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1
extraordinaire and plénipotentiaire, 1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1
inférieur or égal, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, 1, -1
ombres and lumières, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
composée and interprétée, 1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1
européens and internationaux, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
garçons and fille, -1, 1, -1, -1, 1, -1, 1, 1, -1, -1, -1, -1
supérieur and inférieur, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1
enregistré and mixé, -1, -1, -1, -1, -1, -1, 1, -1, -1, 1, -1, -1
locale or régionale, 1, -1, -1, 1, -1, -1, 1, 1, -1, -1, -1, -1
histoire and civilisation, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1
petite and moyenne, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
morts and centaine, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1
administrative and démographique, 1, -1, -1, 1, -1, -1, 1, -1, -1, -1, -1, -1
consistance and limites, 1, -1, -1, 1, -1, -1, 1, -1, -1, -1, -1, -1
château and parc, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1
géographique and forestière, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1
nationale and internationale, 1, -1, -1, 1, -1, -1, -1, 1, -1, -1, -1, -1
mythe and réalité, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
auteur and critique, -1, 1, -1, -1, 1, -1, -1, 1, -1, -1, -1, -1
positive or négative, 1, -1, 1, 1, -1, -1, -1, -1, -1, -1, -1
mercredi and samedi, -1, -1, -1, -1, -1, -1, 1, -1, -1, 1, -1, -1
jeune and jolie, -1, -1, 1, -1, -1, 1, -1, -1, -1, -1, -1
affaires and politicien, 1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1
histoire and description, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1
poète and éditeur, -1, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1
ingénieur and physicien, -1, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1
doux and humide, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1
sculpteur and dessinateur, -1, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1
poète and critique, -1, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1
traduit and publié, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1
journaliste and présentateur, -1, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1
pornographiques and érotiques, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1
concentration and extermination, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
court and long, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, 1, -1
gratuite and obligatoire, 1, -1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1
mètres and largeur, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1
conception and fabrication, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1
juriste and homme, -1, 1, -1, -1, 1, -1, 1, -1, -1, -1, -1, -1
origine and évolution, -1, -1, 1, 1, -1, -1, -1, -1, -1, 1, -1, -1
deuxième or troisième, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1
moines and nonnes, -1, 1, -1, -1, 1, -1, -1, 1, -1, -1, -1, -1
ami and conseiller, -1, 1, 1, -1, 1, -1, -1, -1, -1, -1, -1, -1
hommes and canons, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
rappeur and acteur, -1, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1
sains and saufs, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1
frère and successeur, -1, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1
ménages and déchets, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
pleine and entière, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, 1, -1
électriques and magnétiques, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1
dramaturge and journaliste, -1, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1
européenne and méditerranéenne, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1
individuelle and collective, 1, -1, -1, 1, -1, -1, 1, -1, -1, -1, 1, -1
sixième and dernier, -1, -1, -1, 1, -1, -1, -1, -1, 1, -1, 1, 1
second and dernier, 1, -1, -1, 1, -1, -1, -1, -1, -1, 1, 1, -1
poète and diplomate, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
écrite and produite, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1
géographie and statistiques, 1, -1, -1, 1, -1, -1, 1, -1, -1, -1, -1, -1
faits and chiffres, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1
photos and textes, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1
xvie and xviie, 1, -1, -1, -1, -1, 1, 1, 1, -1, -1, -1
million and demi, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, 1, -1
fonctionnaire and homme, -1, 1, -1, -1, 1, -1, 1, -1, -1, -1, -1, -1
diplomate and écrivain, -1, 1, -1, -1, 1, 1, -1, -1, -1, -1, -1, -1
moderne and contemporaine, 1, -1, -1, 1, -1, -1, -1, -1, -1, 1, -1, -1
art and manière, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
court and moyen, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
huitième and dernier, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1
bancaire and financière, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1
première and unique, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
géographique and administratif, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1
historique and généalogique, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
françaises and italiennes, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1
archéologique and biographique, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1
micro and nanotechnologies, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1
paix and liberté, 1, -1, 1, 1, -1, 1, -1, -1, -1, -1, -1, -1
administratif and historique, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1
sécurité and coopération, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1
supprimée and rattachée, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
tort and travers, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
violoniste and chef, -1, 1, -1, -1, 1, -1, 1, -1, -1, -1, -1, -1
orchestre and pédagogue, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
agricole and rurale, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1
supérieure or inférieure, 1, -1, 1, 1, -1, -1, -1, 1, -1, -1, 1, -1
reconstruction and développement, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
médecin and homme, -1, 1, -1, -1, 1, -1, 1, -1, -1, -1, -1, -1
française and internationale, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1
arts and manufactures, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
histoire and problèmes, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
catholique and royale, 1, -1, -1, 1, -1, 1, 1, 1, -1, -1, -1, -1
détaillée or incomplète, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1
amitié and commerce, 1, -1, 1, -1, -1, -1, 1, -1, -1, -1, -1, -1
heure and demie, 1, -1, -1, 1, -1, -1, -1, -1, -1, 1, 1, 1
écriture and composition, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1
terminologie and néologie, 1, -1, -1, 1, -1, -1, 1, -1, -1, -1, -1, -1
crétaciques and tertiaires, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1
fosses and sondages, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
mobiliers and immobiliers, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
siècles and demi, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1
pillée and incendiée, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1
chauds and secs, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1
président and vice-présidents, -1, 1, -1, -1, 1, -1, -1, 1, -1, -1, -1, -1
général and homme, -1, 1, -1, -1, 1, -1, 1, -1, -1, -1, -1, -1
lits and places, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
homme and nature, -1, 1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1
actes and prologue, 1, -1, -1, 1, -1, -1, -1, 1, -1, -1, -1, 1
locaux and régionaux, 1, -1, -1, 1, -1, -1, -1, 1, -1, -1, -1, -1
secret and insolite, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1
arcs and flèches, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1
traduction and présentation, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1
topographique and biographique, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1
australe and orientale, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
démocratique and sociale, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1
historique and critique, 1, -1, -1, 1, -1, -1, 1, -1, -1, -1, -1, -1
notes and glossaire, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
sociale and solidaire, 1, -1, 1, 1, -1, 1, -1, -1, -1, -1, -1, -1
dessins and modèles, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
information and orientation, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
huitième and dernière, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1
deuxième and quatrième, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1
foi and hommage, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1
jugé and condamné, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, 1, -1
poète and auteur, -1, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1
maternelle and infantile, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
physiques and sportives, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1
nombreux and variés, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
postaux and téléphoniques, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
libre and gratuite, 1, -1, 1, -1, -1, 1, -1, -1, -1, -1, -1, 1
décoratifs and industriels, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
dixième and dernier, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, 1, -1
historien and professeur, -1, 1, -1, -1, 1, -1, -1, -1, -1, -1, 1, -1
septième and dernier, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, 1, -1
parents and frère, -1, 1, -1, -1, 1, -1, -1, 1, -1, -1, -1, -1
pâtes and papiers, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
ministre and chef, -1, 1, -1, -1, 1, -1, 1, -1, -1, -1, -1, -1
parc and jardins, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1
producteur and monteur, -1, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1
arts and techniques, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
sacrée and profane, 1, -1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1
directeur and rédacteur, -1, 1, -1, -1, 1, -1, 1, -1, -1, 1, -1
nationale and universitaire, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, 1
première and seule, 1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1
rapport and suivi, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
conçu and réalisé, 1, -1, -1, 1, -1, -1, -1, -1, -1, 1, -1, -1
milieu and fin, -1, -1, -1, -1, -1, -1, 1, -1, -1, 1, -1, -1
nombre and répartition, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
histoire and statistique, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
mémoire and vie, -1, -1, -1, -1, -1, 1, 1, -1, -1, -1, -1, -1
longue and étroite, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1
chronologique and analytique, 1, -1, -1, 1, -1, -1, 1, -1, -1, -1, -1
communication and langages, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, 1, -1
dette and capacité, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1
paix and réconciliation, 1, -1, 1, 1, -1, 1, -1, -1, -1, -1, 1, 1
défaites and match, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1
royal and militaire, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
ouverture and clôture, 1, -1, -1, 1, -1, -1, 1, -1, -1, -1, 1, -1
études and documentation, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
présentés and annotés, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
powiat and capitale, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
compositeur and théoricien, -1, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1
sanitaires and sociales, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1
libertés and responsabilités, 1, -1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1
frère and soeurs, -1, 1, -1, -1, 1, -1, 1, -1, -1, -1, -1
français and international, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
deuxième and dernier, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, 1, -1
longue and fine, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
